Kunde_ID,churn,ChurnProp_average,Rank_average,ChurnPropZ_average,ChurnProp_weighted_base,Rank_weighted_base,ChurnPropZ_weighted_base,ChurnProp_weighted_demographic,Rank_weighted_demographic,ChurnPropZ_weighted_demographic,ChurnProp_weighted_financial,Rank_weighted_financial,ChurnPropZ_weighted_financial,model,age,balance,estimated_salary
64,0,0.7675175483836348,3971.0,0.30346509954898987,0.836481626351438,3394.0,0.47984188127408406,0.832933365415735,3455.0,0.007386367590032179,0.8084616583566043,2163.0,0.7509236937743067,CBOW,Age_Young_Adults,Balance_Cluster_5,Salary_Above_average
65,0,0.7345268849830808,7205.0,-0.6693096778063752,0.7923891635723845,6984.0,-0.6234440486611474,0.8772358597916462,1.0,1.5132159522957984,0.7786605586981917,9284.0,-1.2910492565274219,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_7,Salary_Below_average
66,0,0.8263338748798713,80.0,2.037744832501437,0.8913580515586931,25.0,1.8529651771919036,0.8772358597916462,1.0,1.5132159522957984,0.8153908950363281,998.0,1.2257153634917795,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_5,Salary_High
67,0,0.7392223844274153,6779.0,-0.5308564623897376,0.7845907027009676,7558.0,-0.8185779017575112,0.832933365415735,3455.0,0.007386367590032179,0.7984045054333303,4835.0,0.06180703493395901,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_5,Salary_Very_high
68,0,0.7205021283947954,8449.0,-1.082848784370792,0.7562683451775902,9294.0,-1.5272627106492038,0.8772358597916462,1.0,1.5132159522957984,0.803074314066293,3395.0,0.38178257345082617,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_7,Salary_High
69,0,0.7827935750997876,2482.0,0.7538996151347117,0.8734315447171485,964.0,1.4044063640842899,0.8621646789559545,1194.0,1.0009506656898368,0.7720200800307585,9532.0,-1.7460552117229888,CBOW,Age_Young_Adults,Balance_Cluster_4,Salary_Below_average
70,1,0.7848607402333335,2297.0,0.8148528029541509,0.837458832669076,3274.0,0.5042936336358501,0.832933365415735,3455.0,0.007386367590032179,0.7833857744865251,8406.0,-0.9672772167466112,CBOW,Age_Pre_retirees,Balance_Cluster_6,Salary_Below_average
71,0,0.7727046343122148,3447.0,0.4564134139867284,0.8631777154451443,1594.0,1.147834041951844,0.8178621845800432,5860.0,-0.5048789190159333,0.7943570649726415,6126.0,-0.21552380296853735,CBOW,Age_Young_Adults,Balance_Cluster_1,Salary_Average
72,0,0.7448717597396505,6232.0,-0.36427691396319095,0.8004670161996176,6340.0,-0.42131922763730617,0.8256119401115951,4771.0,-0.24146686247057364,0.7876174910230983,7935.0,-0.6773197722203104,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_7,Salary_Average
73,0,0.7249734842335491,8104.0,-0.9510047493567162,0.7871941942198252,7379.0,-0.7534330815224806,0.8772358597916462,1.0,1.5132159522957984,0.7876174910230983,7935.0,-0.6773197722203104,CBOW,Age_Young_Adults,Balance_Cluster_7,Salary_Average
74,0,0.6979718070064229,9619.0,-1.747186088116883,0.7396296270217813,9702.0,-1.943598348906696,0.8178621845800432,5860.0,-0.5048789190159333,0.8072532613779664,2609.0,0.668124267850825,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_1,Salary_High
75,0,0.7446379965051452,6266.0,-0.3711697422655144,0.8165807805255911,5060.0,-0.01811903561753644,0.8621646789559545,1194.0,1.0009506656898368,0.7866058675185837,8163.0,-0.7466362691209553,CBOW,Age_Young_Adults,Balance_Cluster_8,Salary_Below_average
76,0,0.7303637261225009,7593.0,-0.792066103905635,0.7813161610874283,7871.0,-0.900513803303969,0.8178621845800432,5860.0,-0.5048789190159333,0.8176697341275871,596.0,1.3818615405046644,CBOW,Age_Pre_retirees,Balance_Cluster_1,Salary_High
77,0,0.7749897199017322,3226.0,0.5237922841413479,0.8506406537944095,2236.0,0.8341304552119042,0.8621646789559545,1194.0,1.0009506656898368,0.7975048834206853,5147.0,0.00016488627591103338,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_1,Salary_High
78,0,0.7293458534372858,7670.0,-0.8220794704970943,0.7832302595081401,7674.0,-0.8526190448128244,0.7813094457356838,8613.0,-1.7472964471763437,0.7791017452113614,9173.0,-1.2608191329327654,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_4,Salary_Very_high
79,0,0.780152548816822,2721.0,0.6760253473999659,0.8313404464384387,3865.0,0.35119877304715336,0.8772358597916462,1.0,1.5132159522957984,0.7980451856069837,5040.0,0.037186421120475016,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_5,Salary_Above_average
80,0,0.7386284774696805,6833.0,-0.548368620346844,0.7852614448306665,7498.0,-0.8017945263761047,0.8621646789559545,1194.0,1.0009506656898368,0.7994394462105134,4694.0,0.13272123261107854,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_4,Salary_Very_high
81,1,0.802456966153218,1045.0,1.3337015615766563,0.8841936383059735,416.0,1.6736965258222631,0.8621646789559545,1194.0,1.0009506656898368,0.7973320331284348,5393.0,-0.01167882503920238,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_1,Salary_High
82,0,0.7376007412888452,6933.0,-0.5786728255807199,0.7862108051724197,7432.0,-0.7780395387551278,0.8621646789559545,1194.0,1.0009506656898368,0.8031772070090173,3305.0,0.38883280341643617,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_1,Salary_Below_average
83,0,0.7757017161459575,3150.0,0.5447864660268369,0.8489376564583019,2372.0,0.7915178887726069,0.8621646789559545,1194.0,1.0009506656898368,0.789022973460893,7646.0,-0.5810160400427379,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_4,Salary_Very_high
84,0,0.7762294003325962,3104.0,0.5603459551143714,0.827990000871937,4183.0,0.26736359534210263,0.8621646789559545,1194.0,1.0009506656898368,0.8157003514956381,952.0,1.2469193367159295,CBOW,Age_Middle_aged,Balance_Cluster_1,Salary_Low
85,0,0.7340190727212775,7257.0,-0.684283216044037,0.7847518941804805,7547.0,-0.814544552741305,0.8256119401115951,4771.0,-0.24146686247057364,0.8176697341275871,596.0,1.3818615405046644,CBOW,Age_Young_Seniors,Balance_Cluster_1,Salary_High
86,1,0.778019320831703,2929.0,0.6131242061565476,0.8533157296348545,2024.0,0.9010664653654294,0.7813094457356838,8613.0,-1.7472964471763437,0.795053194037176,6049.0,-0.16782500205207204,CBOW,Age_Young_Adults,Balance_Cluster_5,Salary_High
87,0,0.7474722310014715,5960.0,-0.28759846642719733,0.8120038441702933,5599.0,-0.13264358618104194,0.8178621845800432,5860.0,-0.5048789190159333,0.8006833445245893,3904.0,0.2179532119468439,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_1,Salary_Very_high
88,1,0.8077072271529944,728.0,1.488512679289106,0.8642630313908862,1561.0,1.17499092403556,0.8621646789559545,1194.0,1.0009506656898368,0.8107404974478634,1638.0,0.9070698707871916,CBOW,Age_Middle_aged,Balance_Cluster_1,Salary_Above_average
89,0,0.7283041777568598,7777.0,-0.8527947009184924,0.789902974403416,7205.0,-0.6856537179877492,0.8772358597916462,1.0,1.5132159522957984,0.7994394462105134,4694.0,0.13272123261107854,CBOW,Age_Young_Adults,Balance_Cluster_4,Salary_Very_high
90,1,0.7630332125253438,4437.0,0.17123833092746368,0.820311071352339,4834.0,0.07522066745916686,0.8256119401115951,4771.0,-0.24146686247057364,0.8208481952314912,104.0,1.5996498661755971,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_1,Salary_Very_high
91,0,0.7620683890940012,4541.0,0.1427891940545202,0.813197385708514,5412.0,-0.10277867270340942,0.8178621845800432,5860.0,-0.5048789190159333,0.8075350489245772,2550.0,0.6874323656897143,CBOW,Age_Middle_aged,Balance_Cluster_5,Salary_High
92,0,0.7690565271600984,3811.0,0.34884399109937486,0.8282003035533787,4165.0,0.2726258096716805,0.8621646789559545,1194.0,1.0009506656898368,0.8072532613779664,2609.0,0.668124267850825,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_1,Salary_High
93,0,0.7049555380769628,9369.0,-1.5412612373562262,0.7715657412603842,8801.0,-1.1444897649109418,0.8178621845800432,5860.0,-0.5048789190159333,0.800510494232339,4149.0,0.20610950063173808,CBOW,Age_Young_Adults,Balance_Cluster_1,Salary_Very_high
94,0,0.6810555745149766,9947.0,-2.2459843115949227,0.7257314523307841,9971.0,-2.2913598396901853,0.7813094457356838,8613.0,-1.7472964471763437,0.7905756467409615,7033.0,-0.47462678344156173,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_1,Salary_Above_average
95,0,0.7425140895504161,6468.0,-0.43379604019486734,0.7888963085563844,7274.0,-0.7108426095845208,0.7813094457356838,8613.0,-1.7472964471763437,0.8004302998448142,4242.0,0.20061457688836282,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_8,Salary_High
96,0,0.7387523597383935,6818.0,-0.5447157824241151,0.7851301336409746,7518.0,-0.8050802078486068,0.7813094457356838,8613.0,-1.7472964471763437,0.7881239573574521,7874.0,-0.6426166717695524,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_5,Salary_Above_average
97,0,0.7118667510321512,9031.0,-1.3374746822902832,0.7747480613910553,8582.0,-1.064861438357429,0.832933365415735,3455.0,0.007386367590032179,0.7915836000987627,6782.0,-0.4055617651909713,CBOW,Age_Young_Adults,Balance_Cluster_4,Salary_Very_high
98,0,0.6947222857688948,9729.0,-1.8430026608231727,0.7527757746041509,9385.0,-1.614654154222911,0.7813094457356838,8613.0,-1.7472964471763437,0.7905756467409615,7033.0,-0.47462678344156173,CBOW,Age_Young_Adults,Balance_Cluster_1,Salary_Above_average
99,0,0.727730638999083,7829.0,-0.8697062746758031,0.7744095839380819,8611.0,-1.0733308543965647,0.8178621845800432,5860.0,-0.5048789190159333,0.8157003514956381,952.0,1.2469193367159295,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_1,Salary_Low
100,0,0.779942731943085,2741.0,0.6698386102568936,0.8535316786772501,2008.0,0.9064699634928073,0.8621646789559545,1194.0,1.0009506656898368,0.8208481952314912,104.0,1.5996498661755971,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_1,Salary_Very_high
101,0,0.7399620033477408,6725.0,-0.5090477881654007,0.7878620369224529,7336.0,-0.7367222558897341,0.8621646789559545,1194.0,1.0009506656898368,0.8208481952314912,104.0,1.5996498661755971,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_1,Salary_Very_high
